operator_id,inbound_calls,outbound_calls,missed_calls,missed_rate,avg_wait,crit_missed_real,crit_wait,crit_outbound,score,is_inefficient_real,classification,wait_category,score_label,performance_level,missed_rate_pct,activity_type
907174,10.0,2863.0,0.0,0.0,69.22222222222223,False,True,False,1,True,Ineficaz,60-120 s,1,Bueno,0.0,Entrante y Saliente
907178,5.0,209.0,0.0,0.0,39.333333333333336,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
907180,0.0,87.0,0.0,0.0,0.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
907182,72.0,267.0,0.0,0.0,20.18421052631579,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
907224,51.0,336.0,0.0,0.0,49.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
907440,6.0,191.0,0.0,0.0,23.833333333333332,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
907442,0.0,93.0,0.0,0.0,0.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
907502,263.0,0.0,2.0,0.0076045627376425855,81.03076923076924,False,True,False,1,True,Ineficaz,60-120 s,1,Bueno,0.76,Solo Entrante
907504,5.0,25.0,0.0,0.0,27.25,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
907618,1.0,0.0,0.0,0.0,35.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Solo Entrante
907952,51.0,194.0,2.0,0.0392156862745098,29.083333333333332,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,3.92,Entrante y Saliente
907964,19.0,62.0,0.0,0.0,22.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
907970,18.0,172.0,0.0,0.0,19.6875,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
907972,6.0,8.0,0.0,0.0,15.6,False,False,True,1,True,Ineficaz,<=52.4 s,1,Bueno,0.0,Entrante y Saliente
907974,3.0,0.0,0.0,0.0,9.666666666666666,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Solo Entrante
907982,76.0,89.0,1.0,0.013157894736842105,41.64102564102564,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,1.32,Entrante y Saliente
907986,1.0,501.0,0.0,0.0,20.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
907994,42.0,122.0,0.0,0.0,26.551724137931036,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
907998,0.0,2.0,0.0,0.0,0.0,False,False,True,1,True,Ineficaz,<=52.4 s,1,Bueno,0.0,Entrante y Saliente
908002,8.0,16.0,0.0,0.0,28.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
908078,46.0,69.0,0.0,0.0,23.78787878787879,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
908080,7.0,1.0,0.0,0.0,17.0,False,False,True,1,True,Ineficaz,<=52.4 s,1,Bueno,0.0,Entrante y Saliente
908082,29.0,20.0,0.0,0.0,15.1,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
908098,9.0,0.0,0.0,0.0,60.0,False,True,False,1,True,Ineficaz,52.4-60 s,1,Bueno,0.0,Solo Entrante
908130,3.0,0.0,0.0,0.0,28.333333333333332,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Solo Entrante
908152,15.0,0.0,0.0,0.0,60.0,False,True,False,1,True,Ineficaz,52.4-60 s,1,Bueno,0.0,Solo Entrante
908162,3.0,0.0,0.0,0.0,79.5,False,True,False,1,True,Ineficaz,60-120 s,1,Bueno,0.0,Solo Entrante
908180,1.0,0.0,0.0,0.0,15.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Solo Entrante
908300,5.0,0.0,0.0,0.0,93.66666666666667,False,True,False,1,True,Ineficaz,60-120 s,1,Bueno,0.0,Solo Entrante
908640,0.0,16699.0,0.0,0.0,0.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
908718,0.0,3.0,0.0,0.0,0.0,False,False,True,1,True,Ineficaz,<=52.4 s,1,Bueno,0.0,Entrante y Saliente
908834,23.0,2.0,0.0,0.0,195.25,False,True,True,2,True,Ineficaz,120-300 s,2,Regular,0.0,Entrante y Saliente
908958,1008.0,132.0,4.0,0.003968253968253968,280.26262626262627,False,True,False,1,True,Ineficaz,120-300 s,1,Bueno,0.4,Entrante y Saliente
908960,755.0,116.0,8.0,0.010596026490066225,153.68695652173912,False,True,False,1,True,Ineficaz,120-300 s,1,Bueno,1.06,Entrante y Saliente
908984,0.0,13.0,0.0,0.0,0.0,False,False,False,0,False,Eficaz,<=52.4 s,0,Excelente,0.0,Entrante y Saliente
